,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
227,6028,밑반찬,일상,달걀/유제품,부침,폭신폭신한 흰색 계란말이,https://www.10000recipe.com/recipe/6889194,"8,406",쿠우우욱                                ,1,15분 이내,초급,"['계란', '소세지/스팸', '흰우유', '케찹', '마요네즈']","계란말이도 여러가지 모양으로 만들 수 있기에
흰색 계란말이를 만들어 보았어요.
식감도 폭신폭신하고 맛도 좋네요!","['재료를 준비해주세요.\n계란 3개\n소세지 1개\n계란말이용 프라이팬소세지말고 스팸이나 다른 재료를 사용하셔도 좋습니다.', '계란을 노른자와 흰자를 나눠주시고\n거품이 나도록 풀어주세요.노른자에 우유를 넣어주시면 더 부드럽고 고소하게 드실 수 있어요.', '소세지는 프라이팬 크기에 맞춰 잘라주세요.', '기름을 프라이팬에 부어주시고 키친타월로 닦아내주세요.\n그리고 약불로 프라이팬을 달궈주세요.약불기름이 많고 온도가 높으면 계란을 부었을 때 기포가 생기며 튀겨지듯 익게 되요. 그것을 방지하기위해 기름도 약간만, 그리고 약불로 익혀주세요.', '노른자를 푼 계란물의 반을 프라이팬에 부어주시고 그 위에 소세지를 올려주세요.계란물을 반으로 나눠 두번에 말아줍니다.\n한번에 다 사용하지 말아주세요.', '노른자를 두겹으로 말아주세요.', '노른자와 같은 방식으로 흰자도 두번에 걸쳐 말아주세요.', '잘 말아주시면 이렇게 흰색의 예쁜 계란말이가 완성이 됩니다.', '단면은 이렇게 소세지, 노른자, 흰자 순으로 층을지어 나뉘어져 있습니다.', '먹기 좋은 사이즈로 자른 후 케찹과 마요네즈를 뿌려시면 되요!', '완 성!\n맛있게 드세요!']","['계란말이', '흰색계란말이', '반찬', '집밥', '보기도좋고맛도좋고', '완전식품', '간단한반찬']"
228,6029,밑반찬,일상,달걀/유제품,부침,계란부침,https://www.10000recipe.com/recipe/6832279,"8,623",으뇽2                                ,2,15분 이내,아무나,"['계란', '비엔나소세지', '새송이버섯', '대파', '식용유', '소금']",출출할때 만들어 케찹 찍어 먹으면 좋아요. 간단하게 만드는 계란부침입니다~,"['새송이버섯은 채썰어주고, 비엔나햄과 파는 잘게 썰어줍니다.', '팬에 햄먼저 달달 볶다 버섯넣고 소금 살짝뿌려 한번더 볶아주세요.', '그위에 계란을 깨서 올리고 노른자 퍼지도록 살짝 찔러주세요.', '그위에 파를 올려주면 끝.']",
229,6030,밑반찬,일상,달걀/유제품,부침,TV요리) 청란은 아니지만… 삼시세끼표 달걀말이 ★,https://www.10000recipe.com/recipe/6919101,"7,951",만개의레시피                                ,4,30분 이내,아무나,"['달걀', '양파', '대파', '소시지', '소금', '케첩']","달걀보다 채소가 많은건 기분탓인가????
염정화가 채소를 좋아하는건 이제 알았구먼 ★ 
세상의 모든 레시피 만개의레시피","['양파, 대파, 소시지를 잘게 다진다.                    \n\n                            멀티 차퍼', '달걀을 푼 뒤 다진 채소+소시지, 소금을 넣고 섞는다.', '달군 팬에 기름을 약간 두르고 달걀물을 붓고 80%정도 익힌다.', '뒤집개를 이용해 돌돌 만뒤 남은 달걀물을 붓는다. 이 과정을 반복한다.', '케첩을 뿌려 완성한다.']","['달걀말이', 'TV요리', 'TV레시피', '삼시세끼달걀말이', '달걀 레시피', '달걀', '계란', '계란말이', '삼시세끼']"
230,6031,밑반찬,일상,달걀/유제품,부침,"[반찬] 참치 가득 넣은 ""참치계란말이""♪",https://www.10000recipe.com/recipe/6850548,"15,134",서재인                                ,2,15분 이내,아무나,"['계란', '캔참치', '우유', '다진대파', '소금']","캔참치를 활용한 간단한 요리,
참치가 통으로 들어간 리얼 참치계란말이.
부드럽게 고소하면서도 담백하게 씹히는 참치맛이 최고인데요~
간단하게 만들어 볼까요^^","['그릇에 계란3개를 깨서 풀어준 다음, 우유 3분의1컵과 소금 약간을 넣어 잘 섞어줍니다.', '대파도 잘게 다져서 조금 준비해주고요~', '미리 풀어놓은 계란물에 대파 다진거를 넣고 한번 더 섞어줍니다.', '참치는 기름을 완전히 제거후에 준비하고요~', '프라이팬을 충분히 가열하고 가스불을 약불로 해놓은다음, 약간의 식용유를 넣고 계란물을 부어줍니다.', '계란물의 윗면이 굳어가는게 보이면 기름기 제거한 참치를 듬뿍 올려주고요~ (참치 작은캔 하나가 다 들어갔습니다)', '계란말이 하는 그대로 돌돌 말아줍니다. 남은 계란물도 계속 넣어주면서 말아주고요~', '다 말고 나면 앞뒤양옆까지 골고루 노릇노릇하게 익혀줍니다.', '계란말이가 한 김 식으면 도마로 옮겨 적당한 크기로 썰어주고요~', '촘촘하게 자리잡은 리얼 참치계란말이 완성!!★★']","['참치계란말이', '계란말이', '달걀말이', '참치달걀말이', '간단한반찬', '밑반찬', '술안주추천', '계란말이 황금레시피']"
231,6032,밑반찬,일상,달걀/유제품,부침,야채 햄 계란말이,https://www.10000recipe.com/recipe/6896133,"6,585",Anna의밥상                                ,3,15분 이내,초급,"['계란', '파프리카', '햄', '파', '소금', '식용유']",야채와햄을 넣어 두둡하게 계란말이를 만들 었습니다,"['위에 재료를 준비합니다', '야채를 썰어 주세요', '2를 팬에볶아 주세요', '3에햄을 섞어 주세요', '계란을 소금과 약간의설탕을 넣고 풀어주세요', '4와5를 섞어주세요', '후라이팬에 6을 넣습니다', '7을 부처주세요', '8을 감아주세요', '9를 썰어주세요']",
232,6033,밑반찬,일상,달걀/유제품,부침,계란말이,https://www.10000recipe.com/recipe/6928849,"19,733",G나는주부                                ,2,10분 이내,아무나,"['계란', '대파', '소금', '설탕']","맛도 영양도 만점인 계란말이~~~
아이들도 어른들도 모두 좋아하죠~~~","['계란말이에 필요한 재료들을 준비합니다', '대파는 송송썰고 한번더 다지듯\n채썰어 주세요', '볼에 계란을 깨어 넣고 소금 한꼬집\n설탕 1티스푼을 넣어 주세요', '재료가 잘 섞어도록 저어주세요', '기름두른 팬에 계란물을 부어요\n반쯤 익은듯하면 뒤집게와 수저를이용해서 조금씩 접어주세요', '익은부위의 계란을 접어주면서 계란물을 조금씩 더 부워주세요', '처음에는 모양이 잘 안잡혀도 괜찮아요..마무리 될때쯤에 예쁘게\n각이 잡혀서 별 문제는 없어요', '썰기 편하게 좀 식혀주세요', '열기가 조금 사라지면 예쁘게 \n썰어서 접시에 담아주면 완성!']","['밑반찬', '영양반찬', '아이반찬', '초간단']"
233,6034,밑반찬,일상,달걀/유제품,부침,채소를 듬뿍넣어 만든 '왕달걀말이',https://www.10000recipe.com/recipe/6906211,"2,550",병수댁의요리교실                                ,2,15분 이내,아무나,"['달걀', '대파 길이', '애호박 길이', '양파', '소금', '참기름', '설탕', '통깨']",짜투리 채소를 활용하기에 달걀말이처럼 좋은 것도 없을 것 같아요~ 채소를 잘 먹지않는 아이들에게도 아주 안성맞춤이죠!,"['준비재료는 아주 간단해요~', '달걀물에 깨,설탕,소금,참기름을 넣어줍니다.참기름과 통깨는 고소함이 더해지고, 설탕은 일본달걀말이 느낌을 내줘요~', '양파와 애호박을 잘게 다져주시고요', '대파도 다져서 썰어 달걀물과 섞어줍니다.', '중불에 예열한 팬에 달걀말이를 말아줍니다.불은 자주 조절하지 않고 중약불에서 지속적으로~ 꾹꾹눌러가며 공기도 빼주고 잘 붙도록 해줍니다.', '왕 달걀말이가 완성되었는데요. 불에서 내리기 전에 사방을 노릇하게 익혀주시고요. 테두리 모양도 잡아줘요.\n달걀은 따뜻할때는 모양을 잡을 수 있어요~', '칼을 비스듬히하여 넓은 면적이 되게 잘라줍니다.\n와~~앙@.@']","['계란말이', '달걀말이', '짜투리채소활용법', '야채달걀말이']"
234,6035,밑반찬,일상,달걀/유제품,부침,날치알 계란말이,https://www.10000recipe.com/recipe/2302708,"23,575",쿠모우치                                ,2,15분 이내,초급,"['계란', '우유', '날치알', '청주', '소금']",입안에서 톡톡 터지는 고소한 날치알 계란말이입니다.,"['달걀은 멍울이 안지도록 잘 풀어주세요. 잘 풀어주신달걀에 청주와 우유, 소금은 적당량을 넣고 잘 섞어주세요.', '잘 풀어주신 달걀에 날치알을 듬뿍 듬뿍 넣어주세요.', '잘 달구어진 팬에 기름을 살짝만 아주 살짝만 둘러주세요. 그리고 살짝 계란국물을 부어주세요.', '완전히 익기전부터 살짝살짝 둘둘 말아주세요. 끝부분이 나오면 다시 계란물을 부어주시고 이걸 계속 반복해주세요.', '계란말이를 말자마자 썰어서 먹어도 좋긴하지만 썰대 좀 찢어지고 그러니 김발에 꽁꽁 말아서 잠시 식혀두신후에 잘라주세요.']",
235,6036,밑반찬,일상,달걀/유제품,부침,맛살계란말이 - 달걀말이 예쁘게,https://www.10000recipe.com/recipe/6857731,"28,502",시크제이맘                                ,2,15분 이내,아무나,"['맛살', '댤걀                                                                                    4~5개', '미림', '소금', '식용유']",,"['맛살을 다져서 준비하고 달걀 5개를 풀어 다져놓은 맛살을 넣고 미림1 그리고 소금으로 간을 해주세요.', '팬에 계란물 절반만 부어주고', '끝부분부터 돌돌 말아주세요. 말아주다 남아있는 계란물 모두 부어 주심되요.', '동글하게 말은 달걀말이 한김 식히고']","['달걀말이', '맛살달걀말이', '계란말이', '계란말이만드는법']"
236,6037,밑반찬,일상,달걀/유제품,부침, 간단~ 스팸 계란말이,https://www.10000recipe.com/recipe/6953890,"2,112",밥차리라                                ,2,15분 이내,아무나,"['계란', '스팸', '파', '소금', '후추']","스팸 계란말이 만만한 반찬으로 딱~ 
간단 술안주로 ok~","['계란4 탁~ 깨 넣고 스팸 잘게 다져넣는다', '대파 반으로 갈라 잘게 썰어 담는다\n소금,후추 입맛에 맞게 넣고', '고루 섞어 계란을 풀어준다', '달군 팬에 기름을 적당히 두르고 계란물을 부어준다', '약불로 계란을 서서히 익혀 도르르 말아준 후 계란을 가쪽으로 두고 기름을 조금 더 두른 후 남은 계란을 붓고', '한번 더 계란을 말아주면 완성\n먹기 좋게 썰어 접시에 담아냅니다']","['계란말이', '스팸', '아이들반잔', '간단술안주', '밥반찬', '달걀말이']"
237,6038,밑반찬,일상,달걀/유제품,부침,치즈계란말이 추운날 고소한 아이간식,https://www.10000recipe.com/recipe/6862713,"48,693",요리쿡조리쿡                                ,2,15분 이내,아무나,"['계란', '스트링치즈', '쪽파', '소금', '기름']","계란 넉넉히 풀어주고 스트링치즈 통째로 떡하니 올려주어 둘둘 말아주면 되는 치즈계란말이~ 추운날 갓 부쳐 낸 요거 하나면 아이간식 뿐만 아니라 초스피드로 만들어 내는 즉석 아빠님들 술안주 되시겠는데요, 식구들에게 완전 인기 짱인 메뉴 랍니다.","['계란에 소금 한꼬집을 넣고 휘저어 가면서 잘 풀어 줍니다. 송송 썬 쪽파를 넣어 섞어 주세요.', '스트링치즈를 준비하고, 달군 팬에 계란물을 붓고 넓게 펴 줍니다. 치즈를 올려 둘둘 말아주고, 한쪽으로 몰아준 뒤, 다시한번 반복해서 계란물을 풀어주고 말아줍니다.', '와우~~ 치즈가 늘어져 나오는게 엄청 고소한 내가 나면서 맛나보여요~ㅋㅋ 김발로 지긋이 눌러주어 고정을 시켜 줍니다. 혹시라도 찢어진 곳이 있다면 보수는 확실히 시켜주는 김발입니다~^^', '늘어지는 치즈와 함께 썰어서 내어 주면 된답니다. 아이들 중에 치즈 싫어하는 아이들 있을까요?ㅎㅎ 아마도 아이들이 가장 선호하는 식풍중에 하나가 바로 요 치즈가 아닐까 싶은데요, 그래서 더 인기가 좋은 치즈계란말이 랍니다.']","['치즈계란말이', '계란말이', '술안주', '아이간식', '계란요리']"
238,6039,밑반찬,일상,달걀/유제품,부침,참치볶음밥 계란말이,https://www.10000recipe.com/recipe/2456486,"12,459",쿡라이프                                ,2,30분 이내,초급,"['계란', '슬라이스치즈', '양파', '당근 3cm길이로', '파', '참치', '케찹']",참치볶음밥을 넣어 만든 계란말이입니다.,"['양파, 당근, 파는 잘게 채썰어 줍니다.', '팬에 기름을 두르고 양파, 당근을 볶다가 다 익어가면 참치, 파를 넣고 마저 볶아 줍니다.', '찬밥과 케찹을 넣고 섞어 줍니다.', '랩에 밥을 놓고 도톰한 직사각형으로 만들어 줍니다. 팬의 길이에 맞추어 밥을 직사각형으로 만들어 주시고, 두께는 1cm~1.2cm정도로 만들었습니다.', '팬에 체에 한번내린 계란물을 넣고 슬라이스치즈를 올려 줍니다.', '슬라이스치즈 위에 밥을 놓고 슬라이스치즈가 녹아 말랑말랑하면 돌돌 말아 줍니다.', '남은 계란물을 마저 붓고 돌돌 말아 줍니다.', '앞, 뒤로 익혀 주시면 Ok.']",
239,6040,밑반찬,일상,달걀/유제품,부침,명란젓 계란말이 만들기,https://www.10000recipe.com/recipe/6660432,"20,902",배고픈엄마                                ,,,,"['계란', '명란젓', '다진 양파', '대파', '후추']",짭쪼름해서 밥반찬으로 딱인 명란젓 계란말이 만들기~!,"['계란 5개, 명란젓 100g 을 그릇에 담아 포크로 잘 풀어 줍니다.', '다진 양파 1/2개, 대파 1/2대, 후추약간 을 넣어 한번 더 고루 섞어 줍니다.', '달군 팬에 기름을 두르고 계란물을 한층 고르게 펴 준 후 중~약한 불에서 익혀 줍니다.', '윗면이 거의 익어 갈쯤에 계란부침을 돌~ 말아 팬 한쪽으로 당겨 옮겨 줍니다.', '팬에 기름이 부족하면 보충을 해주시고 계란물을 고르게 한층 깔아 연결해 부쳐 윗면이 익으면 돌~ 말아 주세요. 요 과정을 반복해주세요.', '저는 뒤집개 두개를 사용해 모양을 잡아 주면서 앞, 뒤 좌, 우로 노릇하니 익혀주면 완성!']",
240,6041,밑반찬,일상,달걀/유제품,부침,두툼하게 계란말이(달걀말이) 만드는 방법,https://www.10000recipe.com/recipe/6900281,"7,787",김진옥요리가좋다                                ,4,15분 이내,아무나,"['달걀', '식용유', '다진파', '고운 소금', '갈은깨', '참기름']","두툼한 계란말이 만드는 방법을 소개합니다.
계란말이를 할때 계속해서 계란을 말고...말아놓은 계란을 팬 한쪽으로 밀어 놓고..
이어서 계란푼물을 계속 부어주면서...이어서 말이를 합니다~","['대파1/2개를 총총 썰어줍니다.\n계란은 12개 준비후...\n큰 그릇에 잘 풀어줍니다.\n풀어준 계란에 물5T를 넣어주고..\n고소한 맛을 위해 깨와 참기름을 소량 넣어주시고요.\n고운소금을 넣어줍니다.', '총총썰은 대파까지 넣은 계란물을 골고루 섞어줍니다.\n계란말이할때 계란풀때 물을 넣어주면 \n계란말이가 잘 말린답니다.', '팬에 식용유를 두르고 약불에서 달아오르면\n계란푼물을 부어준후...\n한쪽 끝이 익으면 말아주기 시작합니다.\n말아준 계란말이를 팬의 한쪽 끝으로 밀어준후,,\n계속해서 계란푼물을 이어서 부어준후...\n계속해서 반복합니다.\n계란푼물을 여러번 나누어서 말아주면 \n두툼한 계란말이가 됩니다.']","['계란말이', '계란말이 만드는 방법', '달걀말이 만드는 방법', '계란말이 만들기']"
241,6042,밑반찬,일상,달걀/유제품,부침,"참치계란말이, 고춧가루가 들어간 참치계란말이 만들기",https://www.10000recipe.com/recipe/6830397,"4,784",catmom                                ,2,10분 이내,아무나,"['계란', '참치(참치캔)', '쪽파(or깻잎)', '고춧가루', '우유', '마늘', '소금']","입맛없는 아침 반찬으로 좋은 참치계란말입니다. 
계란말이는 남녀노소 누구나 좋아하고 조리도 초간단하니 바쁜 아침반찬으로 최고입니다.","['계란 4개, 기름뺀 참치 크게 2숟가락을 넣고~', '쪽파 또는 깨잎를 송송썰어 넣습니다. \n마늘은 다져주시고~', '우유 2숟가락 넣고~', '고춧가루 2/1숟가락, 깨를 넣고 계란물을 만듭니다.\n(계란물은 체에 한번 걸려 멍울을 없애주면 더 고운 계란말이가 됩니다.)', '-계란물을 조금 남기고 기름넣은 달군팬에 넣고 돌돌 말아줍니다.(불은 중~약불로 천천히) \n-돌돌 말다가 남은 계란물을 계속이어 부어주면서 말아주면 됩니다. \n(더 이쁜 계란말이를 원하시면 김밥발로 살짝 말아 모양을 잡아 주면 됩니다.)\n먹기 적당한 크기로 자르면 끝~\n-기호따라 토마토케찹을 뿌려주셔도 됩니다.']",
242,6043,밑반찬,일상,달걀/유제품,부침,남은 잡채 활용한 계란당면만두,https://www.10000recipe.com/recipe/6929178,"3,509",밥심은국력                                ,,,,"['남은 잡채', '계란', '부침용 기름']",안녕하세요? 밥심은 국력입니다. 잡채를 만들고 나면 늘 남아서 처치 곤란인 경우가 많은데요. 이럴 때 간단하게 재활용할 수 있는 방법을 알려드릴게요. 이름하여 계란당면만두입니다. 재료도 간단하고 만들기도 쉬워서 강추 메뉴입니다. 그럼 보시죠.,"['남은 잡채 1그릇입니다. 그릇은 일반적인 크기의 유리볼입니다.', '계란을 준비하시구요.', '볼에 남은 잡채를 넣고 가위로 잘게 잘라줍니다. 냉장고에서 꺼낸 차가운 잡채 그대로 사용합니다.', '계란 3개를 넣어줍니다.', '계란 양은 잡채가 잘 섞일 정도면 되지요.', '팬을 달군 후 기름을 두르고 한 수저씩 동그랗게 넣어줍니다.', '어느 정도 익으면 반으로 접어서 만두 모양을 만들어 주면 되지요. 중간에 기름을 보충해주는 것이 좋아요.']","['계란당면만두', '달걀당면만두', '남은잡채활용법', '잡채활용법', '계란요리', '달걀요리', '당면요리']"
243,6044,밑반찬,일상,달걀/유제품,부침,백종원 계란말이 만드는 법 촉촉한 식감의 비결은?,https://www.10000recipe.com/recipe/6950081,"3,579",은하계맘                                ,2,15분 이내,초급,"['달걀', '대파 썬것', '소금', '후춧가루', '식용유']",아이 키우는 집에서 자주 만드는 반찬 중 하나가 바로 계란요리가 아닐까 싶어요. 저도 계란말이랑 계란찜은 정말 자주 만드는 반찬 중 하나인데요. 이게 또 예쁘고 도톰하게 만드는것도 테크닉이 필요해요. 오늘은 제가 애정하는 백종원 계란말이 레시피인데요~ 뻣뻣하지 않고 에그스크램플처럼 촉촉한게 특징이예요.,"['대파는 송송 썰어주세요.', '계란 6개 풀고 소금 한꼬집, 후춧가루 한꼬집 넣고 잘 풀어주세요.', '후라이팬을 예열하고 중불로 줄인 후 식용유 두르고 대파를 달달 볶아주세요. 이렇게 파기름을 먼져 내는게 요령입니다.', '계란물의 1/4정도만 넣고 젓가락으로 휘휘 저어서 스크램블 에그를 만들어요.', '스크램블에그는 후라이팬 한귀퉁이로 몰아놓아요.', '약불로 줄이고 계란물 1/4 붓고 익힌 후 돌돌 말고, 남은 계란물 또 부어주고 익으면 돌돌 말아주고 반복해주세요.', '앞뒷면 옆면 골고루 각을 잘 잡아주면서 노릇하게 달걀말이를 익혀줍니다.', '완성이 된 달걀말이는 먹기 좋게 썰어주세요. 저는 빵칼로 썰었어요. 빵칼이 톱처럼 생겨서 두툼한 달걀말이를 예쁘게 썰기 좋더라고요.']","['달걀말이', '계란말이', '촉촉한계란말이', '백종원계란말이', '계란', '아이반찬']"
244,6045,밑반찬,일상,달걀/유제품,부침,시금치 계란말이,https://www.10000recipe.com/recipe/6841583,"14,667",시크제이맘                                ,2,15분 이내,초급,"['달걀', '시금치', '파프리카', '식용유', '소금']",영양가도 높고 맛도 좋아 아이들 반찬으로 정말 좋은 시금치계란말이입니다.,"['시금치는 깨끗한 물에 씻어준비해주세요. 씻어놓은 시금치는 적당한 크기로 잘라주시고요, 파프리카는 잘게 다져주심 된답니다.', '팬에 기름을 두르고 시금치와 파프리카를 넣고 소금간해주신 다음 볶아주시 된답니다.', '시금치와 파프리카가 익으면 계란물을 부어주심되요. 계란에는 소금간 살짝 해주시고요. 달걀은 체에 한번 걸려주심 좋아요~ 전 아침시간이라 그냥 했네요 계란끝부분 부터 돌돌 말아주심 계란말이 완성이요.', '시금치계란말이 완성 계란,시금치,파프리카를 한번에 먹을수 있어 영양듬뿍 계란말이죠. 알록달록 색상도 이뽀요~♡']","['시금치계란말이', '계란말이']"
245,6046,밑반찬,일상,달걀/유제품,부침,참치계란 속의 계란말이,https://www.10000recipe.com/recipe/2483745,"10,838",쿡라이프                                ,2,30분 이내,초급,"['계란', '참치', '양파', '양파', '청고추', '참치', '소금']",참치계란이 들어간 특별한 계란말이입니다.,"['당근은 채칼로 벗겨 낸 것을 칼로 잘게 썰어 줍니다. 양파, 청고추도 잘게 썰어 줍니다.', '계란을 4개를 깨어 체에 내려 줍니다. 계란물을 1/2등분으로 나누어 조금전 썰어 두었던 채소와 참치를 넣고 섞어 줍니다.', '나머지 남은 계란물 1/2은 소금을 넣고 섞어 줍니다.', '팬이 따뜻해지면 기름을 조금 부은 후 키친타월로 팬 바닥을 닦아 줍니다. 참치계란물을 1/2만 부은 후 돌돌 말아 줍니다. 계란물을 부을때 채소와 참치가 많아 잘 펴지지 않습니다. 젓가락이나 뒤집개로 참치와 채소가 골고루 펴 줍니다. 나머지 남은 1/2을 붓고 다시 돌돌 말아 줍니다.', '말은 참치를 팬 한쪽으로 붙힌 후, 계란물을 붓고 다시 돌돌 말아 줍니다. 남은 계란물을 붓고 다시 돌돌 말아 주시면 OK.', '팬에 앞,뒤로 마저 익힌 후 한입 크기로 잘라 드시면 Ok.']",
246,6047,밑반찬,일상,달걀/유제품,부침,쑥달걀말이,https://www.10000recipe.com/recipe/1856244,"4,255",카푸치노                                ,2,30분 이내,초급,"['달걀', '쑥', '소금', '포도씨유']",색다른 쑥달걀말이입니다.,"['달걀을 체에 걸러준비해주시고', '쑥은 잡티와 지저분한것을 다듬어주세요.', '쑥을 씻은후에 물기를 짜서 잘풀어놓은 달걀에 넣고 소금넣고 섞어주세요.', '팬에 기름을 두르고 키친타올로 펴 바른후에 최대한 얇게 달걀을 올려주신후에 아주 약한불에서 익힌다음 돌돌 말아주신후에 다시 달걀을 얇게 펴 놓은다음 돌돌 말아주세요 이과정을 2-3번 반복해주세요.']",
247,6048,밑반찬,일상,달걀/유제품,부침,냄새까지 맛있는 부추계란말이,https://www.10000recipe.com/recipe/5745659,"27,624",헤이맨                                ,2,15분 이내,초급,"['부추', '계란', '소금']",부추를 듬뿍 넣어서 계란말이를 해 보았어요.,"['볼에 계란을 풀고 소금간을 한 후 송송 썰어놓은 부추를 넣고 섞어주세요', '후라이팬에 계란물에 부어주세요.', '익으면 돌돌 말면서 남은 계란물을 부어서 또 말아주세요.', '한김 식은 후에 먹기 좋은 크기로 썰어주세요.']",
248,6049,밑반찬,일상,달걀/유제품,부침,스팸달걀말이,https://www.10000recipe.com/recipe/6870026,"5,370",시크제이맘                                ,2,30분 이내,아무나,"['팽이버섯', '달걀', '스팸', '소금']",스팸달걀말이,"['스팸, 팽이버섯은 작게 썰어서 준비하고', '달걀 4개 그리고 썰어 놓은 팽이버섯, 스팸을 그릇에 담고\n소금 한꼬집 넣어 간을 하고 고루 섞어주세요.', '팬에 식용유를 두르고 \n불은 약불로 해주시고\n만들어 놓은 계란 물을 일정량만 조금 부어주고\n끝부분부터 말아주세요.', '다시 계란 물은 조금 더 부어주고', '말아줍니다.\n같은 방법으로\xa0 말아주고 또 부어주고 4~5번 정도 반복해서 달걀 말이를 만들어주세요.\n그럼 두툼한 달걀 말이가 완성됩니다', '앞, 뒤 그리고 세워서 고루 고루 익혀주기', '한 김 식히고 먹기 좋은 크기로 썰어주세요.', '스팸달걀말이완성']","['계란말이', '달걀말이', '스팸달걀말이']"
249,6050,밑반찬,일상,달걀/유제품,부침,달걀말이 - 두툼한 계란말이,https://www.10000recipe.com/recipe/6886266,"8,971",시크제이맘                                ,2,30분 이내,아무나,"['달걀', '쪽파', '당근', '식용유', '마요네즈', '간장', '맛술', '소금']",달걀말이,"['쪽파 5대를 송송 다져서 준비하고\n당근은 색감을 위해 조금 다져 함께 넣고요. 생략 가능해요.', '볼에 달걀 4개를 깨서 넣고\n썰어 놓은 당근, 쪽파를 함께 넣고', '맛술 2를 넣고', '마요네즈 1도 넣고', '간장 0.5, 소금 0.2를 넣고', '달걀을 풀어가며 고루 섞어 줍니다.', '달군 팬에 식용유 1을 전체적으로 기름칠을 해주고\n불은 약불로 줄여주고 달걀물을 나눠 팬에 부어 줍니다', '달걀 윗부분이 익기 시작하면 끝부분부터 돌돌 말아 주고\n이때 뒤집개와 숟가락을 이용해 말아 주심 휠씬 수월하실 거예요(양손을 사용합니다)\n이어지는 부분에 남겨 두었던 달걀물을 붓고', '다시 윗부분이 익기를 기다렸다 끝부분부터 다시 말이 주기 시작합니다.', '같은 방법으로 반복해서 계란말이를 만들어 주세요.', '달걀물을 한 번에 다 붓지 마시고\n조금씩 나눠가며 계란말이를 만들면 두툼하게 만드실 수 있어요.\n완성된 계란말이는 식힌 후 먹기 좋게 썰어주세요.', '달걀말이 완성 ^^']","['달걀말이', '계란요리']"
250,6051,밑반찬,일상,달걀/유제품,부침,♥ 계란말이 만들기♥,https://www.10000recipe.com/recipe/6921919,"14,006",맛있으면되는겨                                ,2,10분 이내,초급,"['계란', '파', '양파', '소금', '다진마늘', '맛술', '후추']","맛있는 계란말이 ~
계란은 음식할때 활용도가 높은것 같아요 ^^
물론 어찌 해먹어도 맛도 있구요!","['계란 4개를 볼에 깨어주세요ㅎㅎ\n저희집음 초란이라 좀 작아요', '소금 1/2 만큼 넣어주세요\n(취향에 맞게 넣어주세요 ^^)', '후추도 톡톡 넣어주시구요!', '다진마늘도 반큰술 넣어주세요 ^^', '양파와 파도 다져서 넣어주세요^^\n그리고 계란의 비릿한 맛도 잡아주기 위해 맛술도 반큰술 넣어서 휘적휘적 섞어주세요 ^^', '저는 조금만 하는거라 잘은 계란말이 팬을 준비했어요^^\n불은 약불! 계란말이는 약불에 얇게 펴서 여러번 말아주는게 실패를 줄일수있어요\n기름을 둘러주세요!', '준비한 계란을 얇게 펴주세요!', '뒤집개와 수저를 양손에 쌍으로 장착한 뒤 한번 말아주고 그 위에 또 부어주고~~ \n처음에는 막 말아주셔도 괜찮아요\n말면 말수록 쉽게 말리니까요ㅎㅎ\n여러번 반복해주시와요^^', '다 말은 계란말이를 단단하게 모양을 잡아주세요^^', '양 사이드도 모양을 잡아주세요', '그리고 완성하면 도마위에 톽!!!\n그리고 칼로 먹기 좋게 잘라쥬셔용!', '쉽고 간단하게 한끼 반찬으로 좋은 계란말이 완성입니다 ^^']","['계란', '계란말이', '초간단반찬', '밑반찬']"
251,6052,밑반찬,일상,달걀/유제품,부침,"든든한 반찬 한 가지...김치 햄 계란말이, 계란말이",https://www.10000recipe.com/recipe/6869013,"6,209",배고픈엄마                                ,3,30분 이내,아무나,"['스팸', '다진 김치', '양파', '쪽파', '계란', '후추', '기름']","냉장고, 싱크대에 있는 식재료 적당히 다져 넣고 계란을 휙휙~ 저어 섞어 주고 기름에 지글지글 익혀가며 돌~ 말아주면 아이들도 어른들도 좋아하는 계란말이가 된답니다. 마땅히 젓가락 갈 반찬이 없을때 자주 하는 계란말이가 뭘 넣고 말았는지에 따라 주된 반찬이 되기도 한답니다.","['스팸 100g을 칼등으로 으깨 다져 줍니다.', '볼에 다진 스팸을 담고 다진 김치 2큰술, 양파 1/4개, 쪽파 4줄기를 다져 담아 줍니다.', '그리고 계란 5개, 후추 1/4작은술을 담고 고르게 섞어 줍니다.', '달군 팬에 기름을 두르고 계란을 한국자 얇게 펴 올려 약불에서 익혀 줍니다', '계란이 반쯤 익으면 돌~ 말아 후라이팬 한쪽으로 옮기고 기름을 두른 후....', '미리 말아 놓은 계란말이와 연결해 계란물을 얇게 펴 익으면 돌~ 말아 주기를 반복합니다.', '젓가락으로 두툼하게 말아준 계란말이 군데 군데를 찔러 숨구멍을 만들어 주면 속까지 잘 익어요.', '뒤집개 두개를 사용해 좌, 우, 앞, 뒤 돌려가며 노릇하니 익혀 준 후 충분히 식힌 후 먹기좋은 크기로 잘라 줍니다.']",
